symbol,name,exchange,index,isin
7184.KL,G3 GLOBAL BERHAD,XKLS,,
7186.KL,SWS CAPITAL BERHAD,XKLS,,
7187.KL,CHIN HIN GROUP PROPERTY BERHAD,XKLS,,
7188.KL,BTM RESOURCES BERHAD,XKLS,,
7191.KL,ADVENTA BERHAD,XKLS,,
7192.KL,GIIB HOLDINGS BERHAD,XKLS,,
7195.KL,BINASTRA CORPORATION BERHAD,XKLS,,
7197.KL,GE-SHEN CORPORATION BERHAD,XKLS,,
7198.KL,DPS RESOURCES BERHAD,XKLS,,
7199.KL,KEIN HING INTERNATIONAL BERHAD,XKLS,,
7200.KL,TEK SENG HOLDINGS BERHAD,XKLS,,
7201.KL,PROGRESSIVE IMPACT CORPORATION BERHAD,XKLS,,
7202.KL,HEXTAR RETAIL BERHAD,XKLS,,
7203.KL,WANG-ZHENG BERHAD,XKLS,,
7204.KL,D & O GREEN TECHNOLOGIES BERHAD,XKLS,,
7207.KL,SUCCESS TRANSFORMER CORPORATION BERHAD,XKLS,,
7208.KL,EURO HOLDINGS BERHAD,XKLS,,
7209.KL,CHEETAH HOLDINGS BERHAD,XKLS,,
7210.KL,FM GLOBAL LOGISTICS HOLDINGS BERHAD,XKLS,,
7211.KL,TAFI INDUSTRIES BERHAD,XKLS,,
7212.KL,DESTINI BERHAD,XKLS,,
7214.KL,A-RANK BERHAD,XKLS,,
7215.KL,NI HSIN GROUP BERHAD,XKLS,,
7216.KL,KAWAN FOOD BERHAD,XKLS,,
7217.KL,EONMETALL GROUP BERHAD,XKLS,,
7218.KL,ARKA BERHAD,XKLS,,
7219.KL,AIZO GROUP BERHAD,XKLS,,
7221.KL,BSL CORPORATION BERHAD,XKLS,,
7222.KL,IMASPRO CORPORATION BERHAD,XKLS,,
7223.KL,JADI IMAGING HOLDINGS BERHAD,XKLS,,
7225.KL,P.A. RESOURCES BERHAD,XKLS,,
7226.KL,WATTA HOLDING BERHAD,XKLS,,
7227.KL,UMS-NEIKEN GROUP BERHAD,XKLS,,
7228.KL,T7 GLOBAL BERHAD,XKLS,,
7229.KL,FAVELLE FAVCO BERHAD,XKLS,,
7230.KL,TOMEI CONSOLIDATED BERHAD,XKLS,,
7231.KL,WELLCALL HOLDINGS BERHAD,XKLS,,
7232.KL,RESINTECH BERHAD,XKLS,,
7233.KL,DUFU TECHNOLOGY CORP. BERHAD,XKLS,,
7234.KL,LOTUS CIRCULAR BERHAD,XKLS,,
7235.KL,SUPERLON HOLDINGS BERHAD,XKLS,,
7237.KL,POWER ROOT BERHAD,XKLS,,
7239.KL,SCANWOLF CORPORATION BERHAD,XKLS,,
7240.KL,INFRAHARTA HOLDINGS BERHAD,XKLS,,
7241.KL,NEXTGREEN GLOBAL BERHAD,XKLS,,
7243.KL,MAGMA GROUP BERHAD,XKLS,,
7245.KL,CITAGLOBAL BERHAD,XKLS,,
7246.KL,SIGNATURE INTERNATIONAL BERHAD,XKLS,,
7247.KL,SCGM BHD,XKLS,,
7248.KL,SLP RESOURCES BERHAD,XKLS,,
7249.KL,SKYGATE SOLUTIONS BERHAD,XKLS,,
7250.KL,UZMA BERHAD,XKLS,,
7252.KL,TEO SENG CAPITAL BERHAD,XKLS,,
7253.KL,HANDAL ENERGY BERHAD,XKLS,,
7277.KL,DIALOG GROUP BERHAD,XKLS,,MYL7277OO000
7285.KL,TOMYPAK HOLDINGS BERHAD,XKLS,,
7293.KL,YINSON HOLDINGS BERHAD,XKLS,,
7315.KL,AHB HOLDINGS BERHAD,XKLS,,
7323.KL,KEN HOLDINGS BERHAD,XKLS,,
7374.KL,TIEN WAH PRESS HOLDINGS BERHAD,XKLS,,
7382.KL,GOLDEN LAND BERHAD,XKLS,,
7412.KL,SHH RESOURCES HOLDINGS BERHAD,XKLS,,
7439.KL,TECK GUAN PERDANA BERHAD,XKLS,,
7471.KL,EDEN INC. BERHAD,XKLS,,
7498.KL,RALCO CORPORATION BERHAD,XKLS,,
7501.KL,HARN LEN CORPORATION BHD,XKLS,,
7528.KL,DKLS INDUSTRIES BHD,XKLS,,
7544.KL,QUALITY CONCRETE HOLDINGS BERHAD,XKLS,,
7579.KL,AWC BERHAD,XKLS,,
7595.KL,MGB BERHAD,XKLS,,
7609.KL,AJIYA BERHAD,XKLS,,
7617.KL,MAGNA PRIMA BERHAD,XKLS,,
7668.KL,BESHOM HOLDINGS BERHAD,XKLS,,
7676.KL,G CAPITAL BERHAD,XKLS,,
7692.KL,MYTECH GROUP BERHAD,XKLS,,
7722.KL,ASIA BRANDS BERHAD,XKLS,,
7757.KL,UPA CORPORATION BHD,XKLS,,
7765.KL,RAPID SYNERGY BERHAD,XKLS,,
7773.KL,EP MANUFACTURING BHD,XKLS,,
7803.KL,HEXTAR HEALTHCARE BERHAD,XKLS,,
7811.KL,SAPURA INDUSTRIAL BERHAD,XKLS,,
7854.KL,TIMBERWELL BERHAD,XKLS,,
7889.KL,THRIVEN GLOBAL BERHAD,XKLS,,
7935.KL,MILUX CORPORATION BERHAD,XKLS,,
7943.KL,GREENTRONICS TECHNOLOGY BERHAD,XKLS,,
7986.KL,CN ASIA CORPORATION BHD,XKLS,,
8044.KL,COMPUTER FORMS (MALAYSIA) BERHAD,XKLS,,
8052.KL,CENTRAL GLOBAL BERHAD,XKLS,,
8079.KL,LEE SWEE KIAT GROUP BERHAD,XKLS,,
8117.KL,PGF CAPITAL BERHAD,XKLS,,
8133.KL,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,XKLS,,
8141.KL,MAJUPERAK HOLDINGS BERHAD,XKLS,,
8176.KL,WAVEFRONT BERHAD,XKLS,,
8192.KL,MERCURY INDUSTRIES BERHAD,XKLS,,
8206.KL,ECO WORLD DEVELOPMENT GROUP BERHAD,XKLS,,
8273.KL,PUBLIC PACKAGES HOLDINGS BHD,XKLS,,
8303.KL,LOTUS KFM BERHAD,XKLS,,
8311.KL,PESONA METRO HOLDINGS BERHAD,XKLS,,
8338.KL,DATAPREP HOLDINGS BHD,XKLS,,
8346.KL,PERAK CORPORATION BERHAD,XKLS,,
8362.KL,KYM HOLDINGS BERHAD,XKLS,,
8397.KL,TIONG NAM LOGISTICS HOLDINGS BERHAD,XKLS,,
8419.KL,PANSAR BERHAD,XKLS,,
8435.KL,CONCRETE ENGINEERING PRODUCTS BERHAD,XKLS,,
8443.KL,HIL INDUSTRIES BERHAD,XKLS,,
8478.KL,HWA TAI INDUSTRIES BERHAD,XKLS,,
8486.KL,LION POSIM BERHAD,XKLS,,
8494.KL,LBI CAPITAL BERHAD,XKLS,,
8524.KL,TALIWORKS CORPORATION BERHAD,XKLS,,
8532.KL,PERTAMA DIGITAL BERHAD,XKLS,,
8567.KL,SALCON BERHAD,XKLS,,
8583.KL,MAH SING GROUP BERHAD,XKLS,,
8591.KL,CREST BUILDER HOLDINGS BERHAD,XKLS,,
8605.KL,FEDERAL INTERNATIONAL HOLDINGS BERHAD,XKLS,,
8613.KL,ENRA GROUP BERHAD,XKLS,,
8621.KL,LPI CAPITAL BHD,XKLS,,
8648.KL,JASA KITA BERHAD,XKLS,,
8664.KL,S P SETIA BERHAD,XKLS,,
8672.KL,KAMDAR GROUP (M) BERHAD,XKLS,,
8702.KL,TEXCHEM RESOURCES BERHAD,XKLS,,
8745.KL,S & F CAPITAL BERHAD,XKLS,,
8869.KL,PRESS METAL ALUMINIUM HOLDINGS BERHAD,XKLS,,MYL8869OO000
8877.KL,EKOVEST BERHAD,XKLS,,
8885.KL,AVILLION BERHAD,XKLS,,
8893.KL,MK LAND HOLDINGS BERHAD,XKLS,,
8907.KL,EG INDUSTRIES BERHAD,XKLS,,
8923.KL,JIANKUN INTERNATIONAL BERHAD,XKLS,,
8966.KL,TECHBASE INDUSTRIES BERHAD,XKLS,,
8982.KL,CEPATWAWASAN GROUP BERHAD,XKLS,,
9008.KL,OMESTI BERHAD,XKLS,,
9016.KL,EKSONS CORPORATION BERHAD,XKLS,,
9059.KL,TSH RESOURCES BERHAD,XKLS,,
9075.KL,THETA EDGE BERHAD,XKLS,,
9083.KL,KUMPULAN JETSON BERHAD,XKLS,,
9091.KL,EMICO HOLDINGS BERHAD,XKLS,,
9113.KL,ICONIC WORLDWIDE BERHAD,XKLS,,
9121.KL,KPS CONSORTIUM BERHAD,XKLS,,
9148.KL,GREATER BAY HOLDINGS BERHAD,XKLS,,
9172.KL,FORMOSA PROSONIC INDUSTRIES BERHAD,XKLS,,
9199.KL,LYSAGHT GALVANIZED STEEL BERHAD,XKLS,,
9237.KL,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,XKLS,,
9261.KL,GADANG HOLDINGS BHD,XKLS,,
9288.KL,BONIA CORPORATION BERHAD,XKLS,,
9296.KL,RCE CAPITAL BERHAD,XKLS,,
9318.KL,FITTERS DIVERSIFIED BERHAD,XKLS,,
9326.KL,LB ALUMINIUM BERHAD,XKLS,,
9334.KL,KESM INDUSTRIES BERHAD,XKLS,,
9369.KL,TEO GUAN LEE CORPORATION BERHAD,XKLS,,
9377.KL,FSBM HOLDINGS BERHAD,XKLS,,
9385.KL,LAY HONG BERHAD,XKLS,,
9393.KL,INDUSTRONICS BERHAD,XKLS,,
9407.KL,PARAGON UNION BERHAD,XKLS,,
9423.KL,CWG HOLDINGS BERHAD,XKLS,,
9431.KL,SENI JAYA CORPORATION BERHAD,XKLS,,
9466.KL,KKB ENGINEERING BERHAD,XKLS,,
9539.KL,MULTI-USAGE HOLDINGS BERHAD,XKLS,,
9571.KL,MITRAJAYA HOLDINGS BERHAD,XKLS,,
9598.KL,PINTARAS JAYA BHD,XKLS,,
9601.KL,HO WAH GENTING BERHAD,XKLS,,
9628.KL,LEBTECH BERHAD,XKLS,,
9679.KL,WCT HOLDINGS BERHAD,XKLS,,
9687.KL,IDEAL CAPITAL BERHAD,XKLS,,
9695.KL,PLS PLANTATIONS BERHAD,XKLS,,
9717.KL,SYCAL VENTURES BERHAD,XKLS,,
9741.KL,ROHAS TECNIC BERHAD,XKLS,,
9776.KL,RIVERTREE STF SYNERGIES BERHAD,XKLS,,
9792.KL,SEG INTERNATIONAL BHD,XKLS,,
9814.KL,BERTAM ALLIANCE BERHAD,XKLS,,
9822.KL,SAM ENGINEERING & EQUIPMENT (M) BERHAD,XKLS,,
9873.KL,PRESTAR RESOURCES BERHAD,XKLS,,
9881.KL,LEADER STEEL HOLDINGS BERHAD,XKLS,,
9938.KL,BRIGHT PACKAGING INDUSTRY BERHAD,XKLS,,
9946.KL,ETA GROUP BERHAD,XKLS,,
9954.KL,RGT BERHAD,XKLS,,
9962.KL,GROMUTUAL BERHAD,XKLS,,
9997.KL,PENSONIC HOLDINGS BERHAD,XKLS,,
